store_id,treatment,price,sales_A,sales_B
873,0,200.0,12.6,21.9
874,1,195.0,29.8,24.0
875,0,200.0,21.5,28.0
876,1,195.0,0.4,25.4
877,0,200.0,14.8,5.4
878,1,195.0,26.1,31.0
879,0,200.0,18.9,27.6
880,1,195.0,34.9,30.5
881,0,200.0,33.1,25.9
882,1,195.0,22.6,7.2
883,0,200.0,18.0,13.3
884,1,195.0,39.4,18.6
885,0,200.0,21.0,24.4
886,1,195.0,22.3,33.6
887,0,200.0,15.0,21.6
888,1,195.0,16.1,9.4
889,0,200.0,15.1,19.7
890,1,195.0,18.6,14.5
891,0,200.0,8.7,19.3
892,1,195.0,10.0,26.1
893,0,200.0,20.7,8.3
894,1,195.0,19.5,14.0
895,0,200.0,22.6,30.7
896,1,195.0,7.0,20.9
897,0,200.0,18.7,25.4
898,1,195.0,23.7,14.0
899,0,200.0,17.4,13.6
900,1,195.0,30.6,20.2
901,0,200.0,35.2,19.5
902,1,195.0,16.3,7.9
903,0,200.0,5.6,7.3
904,1,195.0,24.1,24.1
905,0,200.0,7.4,27.2
906,1,195.0,18.1,21.2
907,0,200.0,32.9,27.2
908,1,195.0,19.9,12.9
909,0,200.0,2.8,14.2
910,1,195.0,20.3,12.1
911,0,200.0,18.9,20.6
912,1,195.0,20.2,14.8
913,0,200.0,21.3,23.5
914,1,195.0,13.3,31.3
915,0,200.0,19.2,20.2
916,1,195.0,27.7,21.9
917,0,200.0,27.6,22.3
918,1,195.0,17.1,22.9
919,0,200.0,10.9,20.9
920,1,195.0,21.7,18.3
921,0,200.0,19.0,4.9
922,1,195.0,17.6,20.7
923,0,200.0,21.3,11.8
924,1,195.0,32.1,13.1
925,0,200.0,27.8,23.4
926,1,195.0,16.8,34.2
927,0,200.0,10.5,27.4
928,1,195.0,30.0,14.6
929,0,200.0,31.1,18.0
930,1,195.0,24.3,22.1
931,0,200.0,18.9,26.5
932,1,195.0,28.3,6.0
933,0,200.0,30.4,6.7
934,1,195.0,30.3,29.0
935,0,200.0,11.3,16.7
936,1,195.0,13.2,18.3
937,0,200.0,17.5,26.2
938,1,195.0,32.5,31.2
939,0,200.0,15.5,18.3
940,1,195.0,8.5,13.6
941,0,200.0,27.7,32.9
942,1,195.0,12.1,15.3
943,0,200.0,19.8,22.2
944,1,195.0,15.5,23.4
945,0,200.0,16.2,19.9
946,1,195.0,26.4,20.1
947,0,200.0,16.5,19.1
948,1,195.0,21.3,17.0
949,0,200.0,17.9,32.8
950,1,195.0,26.5,17.6
951,0,200.0,25.6,17.3
952,1,195.0,31.4,23.0
953,0,200.0,19.1,23.6
954,1,195.0,9.4,11.0
955,0,200.0,10.4,21.1
956,1,195.0,35.9,37.9
957,0,200.0,25.1,24.0
958,1,195.0,7.6,15.7
959,0,200.0,13.7,15.0
960,1,195.0,20.7,16.2
961,0,200.0,4.2,26.0
962,1,195.0,13.4,21.9
963,0,200.0,36.6,12.6
964,1,195.0,1.8,17.7
965,0,200.0,28.8,35.7
966,1,195.0,12.2,24.0
967,0,200.0,16.3,19.2
968,1,195.0,43.2,8.0
969,0,200.0,22.0,23.7
970,1,195.0,30.7,20.8
971,0,200.0,22.5,16.9
972,1,195.0,24.2,17.3
973,0,200.0,25.0,17.0
974,1,195.0,25.0,19.8
975,0,200.0,29.0,19.6
976,1,195.0,7.8,30.1
977,0,200.0,12.8,14.8
978,1,195.0,17.2,31.0
979,0,200.0,2.9,45.1
980,1,195.0,30.4,21.8
981,0,200.0,19.6,22.3
982,1,195.0,26.2,25.2
983,0,200.0,24.4,20.7
984,1,195.0,20.4,18.8
985,0,200.0,18.4,29.1
986,1,195.0,26.7,0.0
987,0,200.0,25.2,21.6
988,1,195.0,21.9,16.9
989,0,200.0,29.0,27.6
990,1,195.0,15.8,23.3
991,0,200.0,12.2,9.0
992,1,195.0,17.0,26.9
993,0,200.0,27.6,24.1
994,1,195.0,27.8,24.1
995,0,200.0,14.9,23.5
996,1,195.0,28.4,26.0
997,0,200.0,29.5,25.7
998,1,195.0,24.8,28.6
999,0,200.0,19.8,12.9
1000,1,195.0,20.7,14.0
